ID,INV,DATE,CATALOG,PCODE,QTY,custnum
3908,157794,03/01/11 0:00:00,Sports,SP3300,1,3273000
3909,109846,3/97/20 00:00:00,Software,SW7221,1,3388000
3910,129859,7/97/7 00:00:00,Gardening,GD2000,1,3388000
3911,129858,7/97/7 00:00:00,Pets,PT1000,1,3388000
3912,129858,7/97/7 00:00:00,Pets,PT2400,4,3388000
3913,129858,7/97/7 00:00:00,Pets,PT3500,1,3388000
3914,130781,7/97/12 00:00:00,Pets,PT2000,1,3388000
3915,130781,7/97/12 00:00:00,Pets,PT2400,1,3388000
3916,130781,7/97/12 00:00:00,Pets,PT3500,2,3388000
3917,130781,7/97/12 00:00:00,Pets,PT4300,1,3388000
3918,144716,9/97/23 00:00:00,Pets,PT3500,1,3388000
3919,150046,10/97/22 00:00:00,Gardening,GD2300,1,3388000
3920,152127,11/97/2 00:00:00,Toys,TY2100,3,3388000
3921,155125,11/97/18 00:00:00,Toys,TY4100,1,3388000
3922,164772,1/98/10 00:00:00,Sports,SP2200,1,3388000
3923,178834,3/98/28 00:00:00,Pets,PT1300,2,3388000
3924,201855,7/98/7 00:00:00,Sports,SP3300,3,3388000
3925,207156,7/98/30 00:00:00,Collectibles,CC1200,3,3388000
3926,207156,7/98/30 00:00:00,Collectibles,CC2100,2,3388000
3927,207156,7/98/30 00:00:00,Collectibles,CC2400,1,3388000
3928,207156,7/98/30 00:00:00,Collectibles,CC4700,1,3388000
3929,210242,8/98/12 00:00:00,Pets,PT4300,1,3388000
3930,210460,8/98/13 00:00:00,Sports,SP2500,4,3388000
3931,221359,9/98/28 00:00:00,Toys,TY3400,1,3388000
3932,109846,6/00/27 00:00:00,Software,SW7221,1,3388000
3933,129859,10/00/14 00:00:00,Gardening,GD2000,1,3388000
3934,129858,10/00/14 00:00:00,Pets,PT1000,1,3388000
3935,129858,10/00/14 00:00:00,Pets,PT2400,4,3388000
3936,129858,10/00/14 00:00:00,Pets,PT3500,1,3388000
3937,130781,10/00/19 00:00:00,Pets,PT2000,1,3388000
3938,130781,10/00/19 00:00:00,Pets,PT2400,1,3388000
3939,130781,10/00/19 00:00:00,Pets,PT3500,2,3388000
3940,130781,10/00/19 00:00:00,Pets,PT4300,1,3388000
3941,144716,12/00/31 00:00:00,Pets,PT3500,1,3388000
3942,150046,01/01/29 0:00:00,Gardening,GD2300,1,3388000
3943,152127,02/01/2009 0:00:00,Toys,TY21OO,3,3388000
3944,155125,02/01/25 0:00:00,Toys,TY4100,1,3388000
3945,164772,04/01/19 0:00:00,Sports,SP2200,1,3388000
3946,116980,4/97/30 00:00:00,Toys,TY2500,1,3513000
3947,140272,8/97/31 00:00:00,Sports,SP2200,1,3513000
3948,141454,9/97/6 00:00:00,Pets,PT4400,1,3513000
3949,158579,12/97/6 00:00:00,Software,SW2927,1,3513000
3950,166197,1/98/19 00:00:00,Sports,SP3300,1,3513000
3951,191079,5/98/22 00:00:00,Pets,PT2000,1,3513000
3952,194744,6/98/7 00:00:00,Toys,TY1850,4,3513000
3953,211677,8/98/18 00:00:00,Toys,TY1300,1,3513000
3954,216638,9/98/8 00:00:00,Sports,SP2400,1,3513000
3955,230101,11/98/4 00:00:00,Pets,PT3200,2,3513000
3956,116980,8/00/7 00:00:00,Toys,TY2500,1,3513000
3957,140272,12/00/8 00:00:00,Sports,SP2200,1,3513000
3958,141454,12/00/14 00:00:00,Pets,PT4400,1,3513000
3959,158579,03/01/15 0:00:00,Software,SW2927,1,3513000
3960,166197,04/01/28 0:00:00,Sports,SP3300,1,3513000
3961,130250,7/97/9 00:00:00,Toys,TY4500,1,3638000
3962,170448,2/98/13 00:00:00,Sports,SP2400,1,3638000
3963,202288,7/98/9 00:00:00,Sports,SP2700,1,3638000
3964,210471,8/98/13 00:00:00,Pets,PT14OO,4,3638000
3965,228219,10/98/27 00:00:00,Pets,PT3200,1,3638000
3966,228218,10/98/27 00:00:00,Sports,SP2500,1,3638000
3967,238997,12/98/12 00:00:00,Toys,TY3700,1,3638000
3968,130250,10/00/16 00:00:00,Toys,TY4500,1,3638000
3969,170448,05/01/23 0:00:00,Sports,SP2400,1,3638000
3970,105061,2/97/18 00:00:00,Sports,SP2000,1,3763000
3971,110513,3/97/24 00:00:00,Pets,PT4300,1,3763000
3972,133446,7/97/26 00:00:00,Software,SW3895,1,3763000
3973,133446,7/97/26 00:00:00,Software,SW4550,1,3763000
3974,133446,7/97/26 00:00:00,Software,SW6269,1,3763000
3975,156457,11/97/25 00:00:00,Sports,SP3300,1,3763000
3976,165512,1/98/15 00:00:00,Gardening,GD1300,1,3763000
3977,165512,1/98/15 00:00:00,Gardening,GD2400,3,3763000
3978,165512,1/98/15 00:00:00,Gardening,GD3100,1,3763000
3979,165512,1/98/15 00:00:00,Gardening,GD4200,1,3763000
3980,194970,6/98/8 00:00:00,Sports,SP2200,1,3763000
3981,210248,8/98/12 00:00:00,Sports,SP1300,1,3763000
3982,105061,5/00/28 00:00:00,Sports,SP2000,1,3763000
3983,110513,7/00/1 00:00:00,Pets,PT4300,1,3763000
3984,133446,11/00/2 00:00:00,Software,SW3895,1,3763000
3985,133446,11/00/2 00:00:00,Software,SW4550,1,3763000
3986,133446,11/00/2 00:00:00,Software,SW6269,1,3763000
3987,156457,03/01/2004 0:00:00,Sports,SP3300,1,3763000
3988,165512,04/01/24 0:00:00,Gardening,GD1300,1,3763000
3989,165512,04/01/24 0:00:00,Gardening,GD2400,3,3763000
3990,165512,04/01/24 0:00:00,Gardening,GD3100,1,3763000
3991,165512,04/01/24 0:00:00,Gardening,GD4200,1,3763000
3992,120372,5/97/18 00:00:00,Sports,SP1000,1,3888000
3993,156460,11/97/25 00:00:00,Pets,PT4300,4,3888000
3994,172117,2/98/22 00:00:00,Software,SW3895,4,3888000
3995,199006,6/98/25 00:00:00,Sports,SP1100,1,3888000
3996,199257,6/98/26 00:00:00,Sports,SP1000,4,3888000
3997,199257,6/98/26 00:00:00,Sports,SP1100,4,3888000
3998,199257,6/98/26 00:00:00,Sports,SP3400,1,3888000
3999,224732,10/98/12 00:00:00,Pets,PT1300,4,3888000
4000,225389,10/98/15 00:00:00,Software,SW6531,1,3888000
4001,120372,8/00/25 00:00:00,Sports,SP1000,1,3888000
4002,156460,03/01/2004 0:00:00,Pets,PT4300,4,3888000
4003,110859,3/97/26 00:00:00,Sports,SP1000,3,3906000
4004,110859,3/97/26 00:00:00,Sports,SP14OO,4,3906000
4005,110859,3/97/26 00:00:00,Sports,SP2400,1,3906000
4006,126048,6/97/17 00:00:00,Sports,SP2200,3,3906000
4007,186297,5/98/1 00:00:00,Gardening,GD4000,1,3906000
4008,189914,5/98/17 00:00:00,Gardening,GD3000,4,3906000
4009,189914,5/98/17 00:00:00,Gardening,GD3200,1,3906000
4010,189914,5/98/17 00:00:00,Gardening,GD3400,1,3906000
4011,189914,5/98/17 00:00:00,Gardening,GD4000,4,3906000
4012,215864,9/98/5 00:00:00,Software,SW2147,1,3906000
4013,230346,11/98/5 00:00:00,Collectibles,CC3200,1,3906000
4014,110859,7/00/3 00:00:00,Sports,SP1000,3,3906000
4015,110859,7/00/3 00:00:00,Sports,SP14OO,4,3906000
4016,110859,7/00/3 00:00:00,Sports,SP2400,1,3906000
4017,126048,9/00/24 00:00:00,Sports,SP2200,3,3906000
4018,104191,2/97/12 00:00:00,Pets,PT4400,4,4013000
4019,106795,3/97/1 00:00:00,Collectibles,CC42OO,1,4013000
4020,144919,9/97/24 00:00:00,Toys,TY2400,1,4013000
4021,174794,3/98/8 00:00:00,Pets,PT3500,4,4013000
4022,182299,4/98/13 00:00:00,Sports,SP1200,1,4013000
4023,196437,6/98/14 00:00:00,Pets,PT3200,1,4013000
4024,215436,9/98/3 00:00:00,Sports,SP3100,1,4013000
4025,217344,9/98/11 00:00:00,Toys,TY4600,1,4013000
4026,223098,10/98/5 00:00:00,Software,SW8511,2,4013000
4027,238548,12/98/10 00:00:00,Toys,TY1600,4,4013000
4028,104191,5/00/22 00:00:00,Pets,PT4400,4,4013000
4029,106795,6/00/8 00:00:00,Collectibles,CC4200,1,4013000
4030,144919,01/01/2001 0:00:00,Toys,TY2400,1,4013000
4031,104623,2/97/15 00:00:00,Gardening,GD4000,2,4138000
4032,105845,2/97/23 00:00:00,Pets,PT4200,1,4138000
4033,107261,3/97/4 00:00:00,Sports,SP1300,1,4138000
4034,113781,4/97/12 00:00:00,Collectibles,CC1500,4,4138000
4035,122048,5/97/27 00:00:00,Gardening,gd2200,4,4138000
4036,159712,12/97/12 00:00:00,Toys,TY1650,1,4138000
4037,159712,12/97/12 00:00:00,Toys,TY1900,1,4138000
4038,159712,12/97/12 00:00:00,Toys,TY2500,4,4138000
4039,159712,12/97/12 00:00:00,Toys,TY3800,2,4138000
4040,160841,12/97/18 00:00:00,Pets,PT4500,1,4138000
4041,169037,2/98/5 00:00:00,Sports,SP3300,1,4138000
4042,195464,6/98/10 00:00:00,Sports,SP2200,1,4138000
4043,195464,6/98/10 00:00:00,Sports,SP3200,1,4138000
4044,195464,6/98/10 00:00:00,Sports,SP3300,2,4138000
4045,210714,8/98/14 00:00:00,Gardening,GD2000,3,4138000
4046,224503,10/98/11 00:00:00,Toys,TY3500,1,4138000
4047,239450,12/98/14 00:00:00,Sports,SP1400,1,4138000
4048,104623,5/00/25 00:00:00,Gardening,GD4000,2,4138000
4049,105845,6/00/2 00:00:00,Pets,PT4200,1,4138000
4050,107261,6/00/11 00:00:00,Sports,SP1300,1,4138000
4051,113781,7/00/20 00:00:00,Collectibles,CC1500,4,4138000
4052,122048,9/00/3 00:00:00,Gardening,GD2200,4,4138000
4053,159712,03/01/21 0:00:00,Toys,TY1650,1,4138000
4054,159712,03/01/21 0:00:00,Toys,TY1900,1,4138000
4055,159712,03/01/21 0:00:00,Toys,TY2500,4,4138000
4056,159712,03/01/21 0:00:00,Toys,TY3800,2,4138000
4057,160841,03/01/27 0:00:00,Pets,PT4500,1,4138000
4058,169037,05/01/15 0:00:00,Sports,SP3300,1,4138000
4059,106798,3/97/1 00:00:00,Sports,SP2600,3,4263000
4060,112876,4/97/7 00:00:00,Gardening,GD3100,1,4263000
4061,118679,5/97/9 00:00:00,Software,SW3625,1,4263000
4062,124299,6/97/8 00:00:00,Sports,SP1000,1,4263000
4063,134006,7/97/29 00:00:00,Pets,PT3300,3,4263000
4064,137459,8/97/16 00:00:00,Sports,SP1200,1,4263000
4065,151044,10/97/27 00:00:00,Toys,TY5200,1,4263000
4066,161643,12/97/22 00:00:00,Sports,SP2400,2,4263000
4067,163414,1/98/1 00:00:00,Gardening,GD1100,1,4263000
4068,173069,2/98/27 00:00:00,Gardening,GD1300,1,4263000
4069,185619,4/98/28 00:00:00,Gardening,GD3400,1,4263000
4070,188756,5/98/12 00:00:00,Gardening,GD4000,3,4263000
4071,193875,6/98/3 00:00:00,Pets,PT1400,1,4263000
4072,211953,8/98/19 00:00:00,Toys,TY1300,1,4263000
4073,212875,8/98/23 00:00:00,Sports,SP2500,2,4263000
4074,217597,9/98/12 00:00:00,Toys,TY4600,1,4263000
4075,230352,11/98/5 00:00:00,Sports,SP2400,3,4263000
4076,106798,6/00/8 00:00:00,Sports,SP2600,3,4263000
4077,112876,7/00/15 00:00:00,Gardening,GD3100,1,4263000
4078,118679,8/00/16 00:00:00,Software,SW3625,1,4263000
4079,124299,9/00/15 00:00:00,Sports,SP1000,1,4263000
4080,134006,11/00/5 00:00:00,Pets,PT3300,3,4263000
4081,137459,11/00/23 00:00:00,Sports,SP1200,1,4263000
4082,151044,02/01/2003 0:00:00,Toys,TY5200,1,4263000
4083,161643,03/01/31 0:00:00,Sports,SP2400,2,4263000
4084,163414,04/01/10 0:00:00,Gardening,GD110O,1,4263000
4085,105065,2/97/18 00:00:00,Toys,TY5400,1,4388000
4086,120543,5/97/19 00:00:00,Gardening,GD3400,1,4388000
4087,132656,7/97/22 00:00:00,Toys,TY3500,4,4388000
4088,186080,4/98/30 00:00:00,Software,SW7573,1,4388000
4089,239671,12/98/15 00:00:00,Toys,TY1950,1,4388000
4090,105065,5/00/28 00:00:00,Toys,TY5400,1,4388000
4091,120543,8/00/26 00:00:00,Gardening,GD3400,1,4388000
4092,132656,10/00/29 00:00:00,Toys,TY3500,4,4388000
4093,111204,3/97/28 00:00:00,Gardening,GD2400,1,4401000
4094,135923,8/97/8 00:00:00,Sports,SP1100,1,4401000
4095,142380,9/97/11 00:00:00,Pets,PT2300,2,4401000
4096,142788,9/97/13 00:00:00,Toys,TY2500,1,4401000
4097,145808,9/97/29 00:00:00,Toys,TY1400,1,4401000
4098,146398,10/97/2 00:00:00,Toys,TY3100,1,4401000
4099,176004,3/98/14 00:00:00,Toys,TY1850,1,4401000
4100,177392,3/98/21 00:00:00,Gardening,GD2000,1,4401000
4101,184968,4/98/25 00:00:00,Sports,SP3200,1,4401000
4102,198355,6/98/22 00:00:00,Sports,SP2700,4,4401000
4103,215871,9/98/5 00:00:00,Software,SW1991,1,4401000
4104,215871,9/98/5 00:00:00,Software,SW2147,1,4401000
4105,215871,9/98/5 00:00:00,Software,SW2147,1,4401000
4106,215871,9/98/5 00:00:00,Software,SW7935,1,4401000
4107,219261,9/98/19 00:00:00,Gardening,GD1100,1,4401000
4108,221857,9/98/30 00:00:00,Sports,SP1300,1,4401000
4109,240639,12/98/19 00:00:00,Pets,PT3400,2,4401000
4110,111204,7/00/5 00:00:00,Gardening,GD2400,1,4401000
4111,135923,11/00/15 00:00:00,Sports,SP1100,1,4401000
4112,142380,12/00/19 00:00:00,Pets,PT2300,2,4401000
4113,142788,12/00/21 00:00:00,Toys,TY2500,1,4401000
4114,145808,01/01/2006 0:00:00,Toys,TY1400,1,4401000
4115,146398,01/01/2009 0:00:00,Toys,TY3100,1,4401000
4116,117753,5/97/4 00:00:00,Sports,SP2300,1,4513000
4117,126407,6/97/19 00:00:00,Pets,PT4200,1,4513000
4118,156275,11/97/24 00:00:00,Toys,TY4600,1,4513000
4119,165075,1/98/12 00:00:00,Pets,PT1100,1,4513000
4120,165075,1/98/12 00:00:00,Pets,PT2100,2,4513000
4121,165075,1/98/12 00:00:00,Pets,PT4300,3,4513000
4122,174801,3/98/8 00:00:00,Toys,TY3700,1,4513000
4123,211697,8/98/18 00:00:00,Sports,SP3000,1,4513000
4124,215450,9/98/3 00:00:00,Pets,PT3100,3,4513000
4125,232688,11/98/15 00:00:00,Sports,SP2400,4,4513000
4126,239012,12/98/12 00:00:00,Sports,SP3100,1,4513000
4127,239673,12/98/15 00:00:00,Toys,TY21OO,4,4513000
4128,240401,12/98/18 00:00:00,Toys,TY1750,1,4513000
4129,240401,12/98/18 00:00:00,Toys,TY2100,1,4513000
4130,240401,12/98/18 00:00:00,Toys,TY4700,1,4513000
4131,117753,8/00/11 00:00:00,Sports,SP2300,1,4513000
4132,126407,9/00/26 00:00:00,Pets,PT4200,1,4513000
4133,156275,03/01/2003 0:00:00,Toys,TY4600,1,4513000
4134,165075,04/01/21 0:00:00,Pets,PT1100,1,4513000
4135,165075,04/01/21 0:00:00,Pets,PT2100,2,4513000
4136,165075,04/01/21 0:00:00,Pets,PT4300,3,4513000
4137,102137,1/97/28 00:00:00,Gardening,GD3400,1,4617000
4138,102695,2/97/1 00:00:00,Pets,PT2000,1,4617000
4139,102695,2/97/1 00:00:00,Pets,PT4100,1,4617000
4140,102695,2/97/1 00:00:00,Pets,PT4500,1,4617000
4141,112505,4/97/5 00:00:00,Sports,SP1600,4,4617000
4142,166210,1/98/19 00:00:00,Software,SW1991,1,4617000
4143,170880,2/98/15 00:00:00,Sports,SP2000,4,4617000
4144,172125,2/98/22 00:00:00,Gardening,GD1400,3,4617000
4145,201877,7/98/7 00:00:00,Sports,SP2300,1,4617000
4146,214491,8/98/30 00:00:00,Software,SW2147,2,4617000
4147,214491,8/98/30 00:00:00,Software,SW3545,1,4617000
4148,214491,8/98/30 00:00:00,Software,SW6531,1,4617000
4149,216398,9/98/7 00:00:00,Gardening,GD1200,1,4617000
4150,226610,10/98/20 00:00:00,Toys,TY4200,4,4617000
4151,228471,10/98/28 00:00:00,Software,SW3895,4,4617000
4152,233651,11/98/19 00:00:00,Sports,SP2400,1,4617000
4153,234780,11/98/24 00:00:00,Sports,SP1100,1,4617000
4154,102137,5/00/7 00:00:00,Gardening,GD3400,1,4617000
4155,102695,5/00/11 00:00:00,Pets,PT2000,1,4617000
4156,102695,5/00/11 00:00:00,Pets,PT4100,1,4617000
4157,102695,5/00/11 00:00:00,Pets,PT4500,1,4617000
4158,112505,7/00/13 00:00:00,Sports,SP1600,4,4617000
4159,166210,04/01/28 0:00:00,Software,sw1991,1,4617000
4160,170880,05/01/25 0:00:00,Sports,sp2000,4,4617000
4161,112677,4/97/6 00:00:00,Gardening,GD1001,1,4638000
4162,116996,4/97/30 00:00:00,Sports,SP2000,1,4638000
4163,121129,5/97/22 00:00:00,Pets,PT1100,1,4638000
4164,121129,5/97/22 00:00:00,Pets,PT1400,3,4638000
4165,121129,5/97/22 00:00:00,Pets,PT2200,1,4638000
4166,125077,6/97/12 00:00:00,Toys,TY4300,4,4638000
4167,144352,9/97/21 00:00:00,Sports,SP2500,1,4638000
4168,176807,3/98/18 00:00:00,Gardening,GD1200,1,4638000
4169,176807,3/98/18 00:00:00,Gardening,GD1300,1,4638000
4170,176807,3/98/18 00:00:00,Gardening,GD3100,1,4638000
4171,196447,6/98/14 00:00:00,Toys,TY5100,1,4638000
4172,215452,9/98/3 00:00:00,Sports,SP1300,1,4638000
4173,215452,9/98/3 00:00:00,Sports,SP2500,1,4638000
4174,215452,9/98/3 00:00:00,Sports,SP3000,1,4638000
4175,233409,11/98/18 00:00:00,Sports,sp2000,2,4638000
4176,233409,11/98/18 00:00:00,Sports,SP2300,2,4638000
4177,233409,11/98/18 00:00:00,Sports,SP2700,1,4638000
4178,233409,11/98/18 00:00:00,Sports,SP3000,1,4638000
4179,112677,7/00/14 00:00:00,Gardening,GD1001,1,4638000
4180,116996,8/00/7 00:00:00,Sports,SP2000,1,4638000
4181,121129,8/00/29 00:00:00,Pets,PT1100,1,4638000
4182,121129,8/00/29 00:00:00,Pets,PT1400,3,4638000
4183,121129,8/00/29 00:00:00,Pets,PT2200,1,4638000
4184,125077,9/00/19 00:00:00,Toys,TY4300,4,4638000
4185,144352,12/00/29 00:00:00,Sports,SP2500,1,4638000
4186,114466,4/97/16 00:00:00,Sports,SP1400,1,4763000
4187,121131,5/97/22 00:00:00,Gardening,GD3100,1,4763000
4188,129279,7/97/4 00:00:00,Toys,TY17OO,1,4763000
4189,146602,10/97/3 00:00:00,Software,SW7935,1,4763000
4190,157823,12/97/2 00:00:00,Pets,PT2000,1,4763000
4191,157823,12/97/2 00:00:00,Pets,PT2100,2,4763000
4192,157823,12/97/2 00:00:00,Pets,PT3100,3,4763000
4193,157823,12/97/2 00:00:00,Pets,PT3300,1,4763000
4194,165862,1/98/17 00:00:00,Gardening,GD1300,2,4763000
4195,169210,2/98/6 00:00:00,Sports,SP3400,1,4763000
4196,176210,3/98/15 00:00:00,Software,SW7383,1,4763000
4197,177198,3/98/20 00:00:00,Sports,SP2600,1,4763000
4198,177198,3/98/20 00:00:00,Sports,SP3400,1,4763000
4199,190862,5/98/21 00:00:00,Sports,SP3300,1,4763000
4200,193608,6/98/2 00:00:00,Collectibles,CC3300,4,4763000
4201,207418,7/98/31 00:00:00,Toys,TY1850,1,4763000
4202,216129,9/98/6 00:00:00,Sports,SP1000,1,4763000
4203,216129,9/98/6 00:00:00,Sports,SP2600,1,4763000
4204,216129,9/98/6 00:00:00,Sports,SP2700,1,4763000
4205,216129,9/98/6 00:00:00,Sports,SP3200,1,4763000
4206,221632,9/98/29 00:00:00,Toys,TY2600,1,4763000
4207,221632,9/98/29 00:00:00,Toys,TY3500,1,4763000
4208,221632,9/98/29 00:00:00,Toys,TY5100,1,4763000
4209,221864,9/98/30 00:00:00,Gardening,GD3100,1,4763000
4210,114466,7/00/24 00:00:00,Sports,SP1400,1,4763000
4211,121131,8/00/29 00:00:00,Gardening,gd3100,1,4763000
4212,129279,10/00/11 00:00:00,Toys,TY1700,1,4763000
4213,146602,01/01/10 0:00:00,Software,SW7935,1,4763000
4214,157823,03/01/11 0:00:00,Pets,PT2000,1,4763000
4215,157823,03/01/11 0:00:00,Pets,PT2100,2,4763000
4216,157823,03/01/11 0:00:00,Pets,PT3100,3,4763000
4217,157823,03/01/11 0:00:00,Pets,PT3300,1,4763000
4218,165862,04/01/26 0:00:00,Gardening,GD1300,2,4763000
4219,169210,05/01/16 0:00:00,Sports,SP3400,1,4763000
4220,104483,2/97/14 00:00:00,Sports,SP3200,1,4891000
4221,136327,8/97/10 00:00:00,Toys,TY1650,1,4891000
4222,136327,8/97/10 00:00:00,Toys,TY1750,1,4891000
4223,136327,8/97/10 00:00:00,Toys,TY3700,1,4891000
4224,136327,8/97/10 00:00:00,Toys,TY4300,3,4891000
4225,143183,9/97/15 00:00:00,Pets,PT1400,1,4891000
4226,143183,9/97/15 00:00:00,Pets,PT3300,1,4891000
4227,143183,9/97/15 00:00:00,Pets,PT4200,1,4891000
4228,160286,12/97/15 00:00:00,Software,SW4825,3,4891000
4229,207864,8/98/2 00:00:00,Sports,SP3000,3,4891000
4230,226837,10/98/21 00:00:00,Sports,SP2200,1,4891000
4231,104483,5/00/24 00:00:00,Sports,SP3200,1,4891000
4232,136327,11/00/17 00:00:00,Toys,TY1650,1,4891000
4233,136327,11/00/17 00:00:00,Toys,TY1750,1,4891000
4234,136327,11/00/17 00:00:00,Toys,TY3700,1,4891000
4235,136327,11/00/17 00:00:00,Toys,TY4300,3,4891000
4236,143183,12/00/23 00:00:00,Pets,PT1400,1,4891000
4237,143183,12/00/23 00:00:00,Pets,PT3300,1,4891000
4238,143183,12/00/23 00:00:00,Pets,PT4200,1,4891000
4239,160286,03/01/24 0:00:00,Software,SW4825,3,4891000
4240,105851,2/97/23 00:00:00,Gardening,GD1500,1,4941000
4241,112885,4/97/7 00:00:00,Toys,TY1200,1,4941000
4242,112885,4/97/7 00:00:00,Toys,TY2200,2,4941000
4243,112885,4/97/7 00:00:00,Toys,TY2500,1,4941000
4244,112885,4/97/7 00:00:00,Toys,TY5100,1,4941000
4245,126062,6/97/17 00:00:00,Gardening,GD1500,1,4941000
4246,126062,6/97/17 00:00:00,Gardening,GD2000,3,4941000
4247,132120,7/97/19 00:00:00,Pets,PT1300,4,4941000
4248,132120,7/97/19 00:00:00,Pets,PT2100,1,4941000
4249,132120,7/97/19 00:00:00,Pets,PT2300,1,4941000
4250,147674,10/97/9 00:00:00,Toys,TY3200,1,4941000
4251,172903,2/98/26 00:00:00,Gardening,GD1001,1,4941000
4252,192682,5/98/29 00:00:00,Toys,TY1900,1,4941000
4253,212171,8/98/20 00:00:00,Toys,TY1300,3,4941000
4254,220925,9/98/26 00:00:00,Software,SW8511,3,4941000
4255,234314,11/98/22 00:00:00,Sports,SP1100,1,4941000
4256,242413,12/98/27 00:00:00,Pets,PT1200,1,4941000
4257,105851,6/00/2 00:00:00,Gardening,GD1500,1,4941000
4258,112885,7/00/15 00:00:00,Toys,TY1200,1,4941000
4259,112885,7/00/15 00:00:00,Toys,TY2200,2,4941000
4260,112885,7/00/15 00:00:00,Toys,TY2500,1,4941000
4261,112885,7/00/15 00:00:00,Toys,TY5100,1,4941000
4262,126062,9/00/24 00:00:00,Gardening,GD1500,1,4941000
4263,126062,9/00/24 00:00:00,Gardening,GD2000,3,4941000
4264,132120,10/00/26 00:00:00,Pets,PT1300,4,4941000
4265,132120,10/00/26 00:00:00,Pets,PT2100,1,4941000
4266,132120,10/00/26 00:00:00,Pets,PT2300,1,4941000
4267,147674,01/01/16 0:00:00,Toys,TY3200,1,4941000
4268,100924,1/97/19 00:00:00,Pets,PT2300,1,5016000
4269,113985,4/97/13 00:00:00,Pets,PT4500,4,5016000
4270,128482,6/97/30 00:00:00,Sports,SP3100,1,5016000
4271,132123,7/97/19 00:00:00,Sports,SP1000,4,5016000
4272,132123,7/97/19 00:00:00,Sports,SP13OO,2,5016000
4273,132123,7/97/19 00:00:00,Sports,SP1500,1,5016000
4274,132123,7/97/19 00:00:00,Sports,SP2500,4,5016000
4275,188322,5/98/10 00:00:00,Pets,PT3500,4,5016000
4276,191545,5/98/24 00:00:00,Toys,TY1850,4,5016000
4277,193368,6/98/1 00:00:00,Gardening,GD1010,1,5016000
4278,207868,8/98/2 00:00:00,Sports,SP1000,1,5016000
4279,212399,8/98/21 00:00:00,Sports,SP1000,1,5016000
4280,227317,10/98/23 00:00:00,Pets,PT2400,3,5016000
4281,227317,10/98/23 00:00:00,Pets,PT3400,1,5016000
4282,227317,10/98/23 00:00:00,Pets,PT4300,1,5016000
4283,227317,10/98/23 00:00:00,Pets,PT4400,1,5016000
4284,100924,4/00/28 00:00:00,Pets,PT2300,1,5016000
4285,113985,7/00/21 00:00:00,Pets,PT4500,4,5016000
4286,128482,10/00/7 00:00:00,Sports,SP3100,1,5016000
4287,132123,10/00/26 00:00:00,Sports,SP1000,4,5016000
4288,132123,10/00/26 00:00:00,Sports,SP1300,2,5016000
4289,132123,10/00/26 00:00:00,Sports,SP1500,1,5016000
4290,132123,10/00/26 00:00:00,Sports,SP2500,4,5016000
4291,107118,3/97/3 00:00:00,Sports,SP1600,1,5141000
4292,116084,4/97/25 00:00:00,Sports,SP2000,1,5141000
4293,118694,5/97/9 00:00:00,Gardening,GD3000,1,5141000
4294,135382,8/97/5 00:00:00,Pets,PT3200,1,5141000
4295,145118,9/97/25 00:00:00,Pets,PT3300,1,5141000
4296,146789,10/97/4 00:00:00,Toys,TY2500,2,5141000
4297,186092,4/98/30 00:00:00,Toys,TY4300,2,5141000
4298,192462,5/98/28 00:00:00,Collectibles,CC4300,1,5141000
4299,200227,6/98/30 00:00:00,Toys,TY5300,1,5141000
4300,215681,9/98/4 00:00:00,Gardening,GD4300,1,5141000
4301,220455,9/98/24 00:00:00,Toys,TY4300,1,5141000
4302,238326,12/98/9 00:00:00,Pets,PT1100,1,5141000
4303,107118,6/00/10 00:00:00,Sports,SP1600,1,5141000
4304,116084,8/00/2 00:00:00,Sports,SP2000,1,5141000
4305,118694,8/00/16 00:00:00,Gardening,GD3000,1,5141000
4306,135382,11/00/12 00:00:00,Pets,PT3200,1,5141000
4307,145118,01/01/2002 0:00:00,Pets,PT3300,1,5141000
4308,146789,01/01/11 0:00:00,Toys,TY2500,2,5141000
4309,117177,5/97/1 00:00:00,Collectibles,CC4700,1,5150000
4310,117759,5/97/4 00:00:00,Toys,TY4700,1,5150000
4311,132671,7/97/22 00:00:00,Pets,PT2200,4,5150000
4312,184978,4/98/25 00:00:00,Collectibles,CC2300,3,5150000
4313,199504,6/98/27 00:00:00,Gardening,GD2200,1,5150000
4314,241552,12/98/23 00:00:00,Toys,TY1800,3,5150000
4315,117177,8/00/8 00:00:00,Collectibles,CC4700,1,5150000
4316,117759,8/00/11 00:00:00,Toys,TY4700,1,5150000
4317,132671,10/00/29 00:00:00,Pets,PT2200,4,5150000
4318,113810,4/97/12 00:00:00,Sports,SP3300,4,5266000
4319,121334,5/97/23 00:00:00,Sports,SP3200,3,5266000
4320,123199,6/97/2 00:00:00,Toys,TY1100,1,5266000
4321,146405,10/97/2 00:00:00,Pets,PT3200,3,5266000
4322,155900,11/97/22 00:00:00,Toys,TY3800,1,5266000
4323,164490,1/98/8 00:00:00,Pets,PT4200,4,5266000
4324,170264,2/98/12 00:00:00,Gardening,GD1100,3,5266000
4325,175208,3/98/10 00:00:00,Sports,SP1000,1,5266000
4326,175208,3/98/10 00:00:00,Sports,SP1400,2,5266000
4327,175208,3/98/10 00:00:00,Sports,SP1600,1,5266000
4328,175208,3/98/10 00:00:00,Sports,SP2000,1,5266000
